consultorio_id,directorio_id,fecha_captura,estado_perfil,existe,url_perfil,esta_reclamado,esta_verificado,calificacion,resenas_total,fecha_resena_mas_reciente,tiene_foto,tiene_horario,tiene_precio,servicios_n,nombre_perfil_crudo,metodo_emparejamiento,confianza_emparejamiento
C-0185,doctoralia,2026-08-20,ok,true,https://www.doctoralia.co/p/C-0185,true,true,4.9,30,2026-01-14,true,true,true,6,Ortodoncia Zapata 185,nombre_telefono,0.78
C-0185,topdoctors,2026-08-20,ok,true,https://www.topdoctors.com.co/p/C-0185,true,true,4.7,33,2026-02-10,true,false,false,9,Ortodoncia Zapata 185,nombre_telefono,0.85
C-0186,doctoralia,2026-08-20,ok,true,https://www.doctoralia.co/p/C-0186,true,true,4.2,28,2026-02-21,true,true,true,6,Centro Ocampo 186,nombre_telefono,0.84
C-0186,topdoctors,2026-08-20,ok,true,https://www.topdoctors.com.co/p/C-0186,true,true,4.2,21,2026-08-24,true,true,true,6,Centro Ocampo 186,nombre_telefono,0.80
C-0187,doctoralia,2026-08-20,ok,true,https://www.doctoralia.co/p/C-0187,true,true,4.9,35,2026-06-21,true,true,false,0,Clínica Restrepo 187,nombre_telefono,0.89
C-0187,topdoctors,2026-08-20,ok,true,https://www.topdoctors.com.co/p/C-0187,false,false,4.8,29,2026-02-28,false,false,false,10,Clínica Restrepo 187,nombre_telefono,0.89
C-0188,doctoralia,2026-08-20,sin_perfil,false,,,,,,,,,,,,no_emparejado,
C-0188,topdoctors,2026-08-20,sin_perfil,false,,,,,,,,,,,,no_emparejado,
C-0189,doctoralia,2026-08-20,ok,true,https://www.doctoralia.co/p/C-0189,false,false,4.3,16,2026-02-25,false,false,false,5,Ortodoncia Cadavid 189,nombre_telefono,0.97
C-0189,topdoctors,2026-08-20,ok,true,https://www.topdoctors.com.co/p/C-0189,false,false,4.4,16,2026-05-13,false,false,true,4,Ortodoncia Cadavid 189,nombre_telefono,0.88
C-0190,doctoralia,2026-08-20,ok,true,https://www.doctoralia.co/p/C-0190,true,false,4.7,34,2026-07-17,true,true,false,9,Centro Mejía 190,nombre_telefono,0.83
C-0190,topdoctors,2026-08-20,ok,true,https://www.topdoctors.com.co/p/C-0190,false,false,4.9,21,2026-02-22,false,false,true,5,Centro Mejía 190,nombre_telefono,0.97
C-0191,doctoralia,2026-08-20,ok,true,https://www.doctoralia.co/p/C-0191,true,false,4.6,34,2026-08-25,false,false,false,12,Clínica Uribe 191,nombre_telefono,0.81
C-0191,topdoctors,2026-08-20,ok,true,https://www.topdoctors.com.co/p/C-0191,true,false,4.9,32,2026-06-15,true,true,false,7,Clínica Uribe 191,nombre_telefono,0.96
C-0192,doctoralia,2026-08-20,ok,true,https://www.doctoralia.co/p/C-0192,true,true,4.9,34,2026-07-25,true,true,false,9,Clínica Arboleda 192,nombre_telefono,0.85
C-0192,topdoctors,2026-08-20,ok,true,https://www.topdoctors.com.co/p/C-0192,true,false,4.9,29,2026-07-26,true,true,false,7,Clínica Arboleda 192,nombre_telefono,0.78
C-0193,doctoralia,2026-08-20,sin_perfil,false,,,,,,,,,,,,no_emparejado,
C-0193,topdoctors,2026-08-20,sin_perfil,false,,,,,,,,,,,,no_emparejado,
C-0194,doctoralia,2026-08-20,ok,true,https://www.doctoralia.co/p/C-0194,false,false,4.4,11,2026-05-25,false,false,false,9,Centro Valderrama 194,nombre_telefono,0.79
C-0194,topdoctors,2026-08-20,sin_perfil,false,,,,,,,,,,,,no_emparejado,
C-0195,doctoralia,2026-08-20,sin_perfil,false,,,,,,,,,,,,no_emparejado,
C-0195,topdoctors,2026-08-20,sin_perfil,false,,,,,,,,,,,,no_emparejado,
C-0196,doctoralia,2026-08-20,bloqueado,,,,,,,,,,,,,no_emparejado,
C-0196,topdoctors,2026-08-20,sin_perfil,false,,,,,,,,,,,,no_emparejado,
C-0197,doctoralia,2026-08-20,ok,true,https://www.doctoralia.co/p/C-0197,false,false,4.1,19,2026-06-22,false,false,true,6,Ortodoncia Zapata 197,nombre_telefono,0.90
C-0197,topdoctors,2026-08-20,ok,true,https://www.topdoctors.com.co/p/C-0197,true,true,4.9,23,2026-08-23,false,true,false,5,Ortodoncia Zapata 197,nombre_telefono,0.97
C-0198,doctoralia,2026-08-20,sin_perfil,false,,,,,,,,,,,,no_emparejado,
C-0198,topdoctors,2026-08-20,sin_perfil,false,,,,,,,,,,,,no_emparejado,
C-0199,doctoralia,2026-08-20,bloqueado,,,,,,,,,,,,,no_emparejado,
C-0199,topdoctors,2026-08-20,sin_perfil,false,,,,,,,,,,,,no_emparejado,
C-0200,doctoralia,2026-08-20,ok,true,https://www.doctoralia.co/p/C-0200,true,true,4.5,23,2026-05-11,true,true,false,2,Consultorio Villegas 200,nombre_telefono,0.79
C-0200,topdoctors,2026-08-20,ok,true,https://www.topdoctors.com.co/p/C-0200,false,false,4.4,18,2026-02-21,false,false,true,0,Consultorio Villegas 200,nombre_telefono,0.98
