directorio_id,consulta_texto,consulta_normalizada,municipio_id,fecha_consulta,dispositivo,posicion,resultados_total,nombre_resultado_crudo,consultorio_id,metodo_emparejamiento,confianza_emparejamiento
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,52001,2026-08-20,movil,3,9,Clínica Betancur 172,C-0172,nombre_telefono,0.98
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,52001,2026-08-20,movil,4,9,Ortodoncia Cadavid 177,C-0177,nombre_telefono,0.85
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,52001,2026-08-20,movil,5,9,Ortodoncia Sanmiguel 181,C-0181,nombre_telefono,0.90
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,52001,2026-08-20,movil,6,9,Consultorio Echeverri 171,C-0171,nombre_telefono,0.86
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,52001,2026-08-20,movil,7,9,Clínica Restrepo 175,C-0175,nombre_telefono,0.84
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,52001,2026-08-20,movil,8,9,Clínica Uribe 179,C-0179,nombre_telefono,0.91
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,52001,2026-08-20,movil,9,9,Consultorio Echeverri 183,C-0183,nombre_telefono,0.83
topdoctors,ortodoncista,ortodoncista,52001,2026-08-20,movil,1,9,Centro Ocampo 174,C-0174,nombre_telefono,0.95
topdoctors,ortodoncista,ortodoncista,52001,2026-08-20,movil,2,9,Ortodoncia Zapata 173,C-0173,nombre_telefono,0.97
topdoctors,ortodoncista,ortodoncista,52001,2026-08-20,movil,3,9,Clínica Betancur 172,C-0172,nombre_telefono,0.85
topdoctors,ortodoncista,ortodoncista,52001,2026-08-20,movil,4,9,Ortodoncia Cadavid 177,C-0177,nombre_telefono,0.89
topdoctors,ortodoncista,ortodoncista,52001,2026-08-20,movil,5,9,Ortodoncia Sanmiguel 181,C-0181,nombre_telefono,0.92
topdoctors,ortodoncista,ortodoncista,52001,2026-08-20,movil,6,9,Consultorio Echeverri 171,C-0171,nombre_telefono,0.96
topdoctors,ortodoncista,ortodoncista,52001,2026-08-20,movil,7,9,Clínica Restrepo 175,C-0175,nombre_telefono,0.97
topdoctors,ortodoncista,ortodoncista,52001,2026-08-20,movil,8,9,Clínica Uribe 179,C-0179,nombre_telefono,0.87
topdoctors,ortodoncista,ortodoncista,52001,2026-08-20,movil,9,9,Consultorio Echeverri 183,C-0183,nombre_telefono,0.85
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,54001,2026-08-20,movil,1,9,Clínica Arboleda 192,C-0192,nombre_telefono,0.93
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,54001,2026-08-20,movil,2,9,Clínica Uribe 191,C-0191,nombre_telefono,0.89
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,54001,2026-08-20,movil,3,9,Ortodoncia Cadavid 189,C-0189,nombre_telefono,0.84
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,54001,2026-08-20,movil,4,9,Clínica Restrepo 187,C-0187,nombre_telefono,0.94
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,54001,2026-08-20,movil,5,9,Centro Mejía 190,C-0190,nombre_telefono,0.91
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,54001,2026-08-20,movil,6,9,Ortodoncia Zapata 197,C-0197,nombre_telefono,0.92
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,54001,2026-08-20,movil,7,9,Centro Ocampo 186,C-0186,nombre_telefono,0.95
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,54001,2026-08-20,movil,8,9,Ortodoncia Zapata 185,C-0185,nombre_telefono,0.86
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,54001,2026-08-20,movil,9,9,Consultorio Villegas 200,C-0200,nombre_telefono,0.89
topdoctors,ortodoncista,ortodoncista,54001,2026-08-20,movil,1,9,Clínica Arboleda 192,C-0192,nombre_telefono,0.93
topdoctors,ortodoncista,ortodoncista,54001,2026-08-20,movil,2,9,Clínica Uribe 191,C-0191,nombre_telefono,0.88
topdoctors,ortodoncista,ortodoncista,54001,2026-08-20,movil,3,9,Ortodoncia Cadavid 189,C-0189,nombre_telefono,0.90
topdoctors,ortodoncista,ortodoncista,54001,2026-08-20,movil,4,9,Clínica Restrepo 187,C-0187,nombre_telefono,0.96
topdoctors,ortodoncista,ortodoncista,54001,2026-08-20,movil,5,9,Centro Mejía 190,C-0190,nombre_telefono,0.93
topdoctors,ortodoncista,ortodoncista,54001,2026-08-20,movil,6,9,Ortodoncia Zapata 197,C-0197,nombre_telefono,0.94
topdoctors,ortodoncista,ortodoncista,54001,2026-08-20,movil,7,9,Centro Ocampo 186,C-0186,nombre_telefono,0.95
topdoctors,ortodoncista,ortodoncista,54001,2026-08-20,movil,8,9,Ortodoncia Zapata 185,C-0185,nombre_telefono,0.94
topdoctors,ortodoncista,ortodoncista,54001,2026-08-20,movil,9,9,Consultorio Villegas 200,C-0200,nombre_telefono,0.92
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,63001,2026-08-20,movil,1,7,Clínica Betancur 064,C-0064,nombre_telefono,0.85
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,63001,2026-08-20,movil,2,7,Clínica Restrepo 055,C-0055,nombre_telefono,0.96
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,63001,2026-08-20,movil,3,7,Centro Ocampo 054,C-0054,nombre_telefono,0.82
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,63001,2026-08-20,movil,4,7,Ortodoncia Zapata 065,C-0065,nombre_telefono,0.84
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,63001,2026-08-20,movil,5,7,Centro Mejía 058,C-0058,nombre_telefono,0.93
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,63001,2026-08-20,movil,6,7,Consultorio Villegas 056,C-0056,nombre_telefono,0.94
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,63001,2026-08-20,movil,7,7,Ortodoncia Zapata 053,C-0053,nombre_telefono,0.81
topdoctors,ortodoncista,ortodoncista,63001,2026-08-20,movil,1,7,Clínica Betancur 064,C-0064,nombre_telefono,0.95
topdoctors,ortodoncista,ortodoncista,63001,2026-08-20,movil,2,7,Clínica Restrepo 055,C-0055,nombre_telefono,0.90
topdoctors,ortodoncista,ortodoncista,63001,2026-08-20,movil,3,7,Centro Ocampo 054,C-0054,nombre_telefono,0.98
topdoctors,ortodoncista,ortodoncista,63001,2026-08-20,movil,4,7,Ortodoncia Zapata 065,C-0065,nombre_telefono,0.82
topdoctors,ortodoncista,ortodoncista,63001,2026-08-20,movil,5,7,Centro Mejía 058,C-0058,nombre_telefono,0.86
topdoctors,ortodoncista,ortodoncista,63001,2026-08-20,movil,6,7,Consultorio Villegas 056,C-0056,nombre_telefono,0.81
topdoctors,ortodoncista,ortodoncista,63001,2026-08-20,movil,7,7,Ortodoncia Zapata 053,C-0053,nombre_telefono,0.92
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,66001,2026-08-20,movil,1,9,Ortodoncia Zapata 137,C-0137,nombre_telefono,0.89
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,66001,2026-08-20,movil,2,9,Centro Ocampo 138,C-0138,nombre_telefono,0.95
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,66001,2026-08-20,movil,3,9,Consultorio Villegas 152,C-0152,nombre_telefono,0.91
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,66001,2026-08-20,movil,4,9,Ortodoncia Cadavid 141,C-0141,nombre_telefono,0.84
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,66001,2026-08-20,movil,5,9,Clínica Uribe 143,C-0143,nombre_telefono,0.98
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,66001,2026-08-20,movil,6,9,Clínica Betancur 148,C-0148,nombre_telefono,0.94
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,66001,2026-08-20,movil,7,9,Consultorio Villegas 140,C-0140,nombre_telefono,0.84
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,66001,2026-08-20,movil,8,9,Ortodoncia Zapata 149,C-0149,nombre_telefono,0.90
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,66001,2026-08-20,movil,9,9,Ortodoncia Sanmiguel 145,C-0145,nombre_telefono,0.98
topdoctors,ortodoncista,ortodoncista,66001,2026-08-20,movil,1,9,Ortodoncia Zapata 137,C-0137,nombre_telefono,0.87
topdoctors,ortodoncista,ortodoncista,66001,2026-08-20,movil,2,9,Centro Ocampo 138,C-0138,nombre_telefono,0.92
topdoctors,ortodoncista,ortodoncista,66001,2026-08-20,movil,3,9,Consultorio Villegas 152,C-0152,nombre_telefono,0.81
topdoctors,ortodoncista,ortodoncista,66001,2026-08-20,movil,4,9,Ortodoncia Cadavid 141,C-0141,nombre_telefono,0.88
topdoctors,ortodoncista,ortodoncista,66001,2026-08-20,movil,5,9,Clínica Uribe 143,C-0143,nombre_telefono,0.81
topdoctors,ortodoncista,ortodoncista,66001,2026-08-20,movil,6,9,Clínica Betancur 148,C-0148,nombre_telefono,0.92
topdoctors,ortodoncista,ortodoncista,66001,2026-08-20,movil,7,9,Consultorio Villegas 140,C-0140,nombre_telefono,0.93
topdoctors,ortodoncista,ortodoncista,66001,2026-08-20,movil,8,9,Ortodoncia Zapata 149,C-0149,nombre_telefono,0.87
topdoctors,ortodoncista,ortodoncista,66001,2026-08-20,movil,9,9,Ortodoncia Sanmiguel 145,C-0145,nombre_telefono,0.90
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,68001,2026-08-20,movil,1,14,Consultorio Echeverri 027,C-0027,nombre_telefono,0.89
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,68001,2026-08-20,movil,2,14,Centro Mejía 034,C-0034,nombre_telefono,0.81
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,68001,2026-08-20,movil,3,14,Consultorio Echeverri 039,C-0039,nombre_telefono,0.81
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,68001,2026-08-20,movil,4,14,Clínica Restrepo 043,C-0043,nombre_telefono,0.85
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,68001,2026-08-20,movil,5,14,Centro Mejía 046,C-0046,nombre_telefono,0.96
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,68001,2026-08-20,movil,6,14,Clínica Arboleda 048,C-0048,nombre_telefono,0.82
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,68001,2026-08-20,movil,7,14,Ortodoncia Cadavid 033,C-0033,nombre_telefono,0.88
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,68001,2026-08-20,movil,8,14,Consultorio Villegas 044,C-0044,nombre_telefono,0.95
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,68001,2026-08-20,movil,9,14,Clínica Uribe 035,C-0035,nombre_telefono,0.93
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,68001,2026-08-20,movil,10,14,Centro Ocampo 030,C-0030,nombre_telefono,0.86
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,68001,2026-08-20,movil,11,14,Centro Ocampo 042,C-0042,nombre_telefono,0.92
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,68001,2026-08-20,movil,12,14,Ortodoncia Zapata 041,C-0041,nombre_telefono,0.96
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,68001,2026-08-20,movil,13,14,Ortodoncia Sanmiguel 049,C-0049,nombre_telefono,0.92
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,68001,2026-08-20,movil,14,14,Clínica Betancur 040,C-0040,nombre_telefono,0.94
topdoctors,ortodoncista,ortodoncista,68001,2026-08-20,movil,1,14,Consultorio Echeverri 027,C-0027,nombre_telefono,0.86
topdoctors,ortodoncista,ortodoncista,68001,2026-08-20,movil,2,14,Centro Mejía 034,C-0034,nombre_telefono,0.82
topdoctors,ortodoncista,ortodoncista,68001,2026-08-20,movil,3,14,Consultorio Echeverri 039,C-0039,nombre_telefono,0.95
topdoctors,ortodoncista,ortodoncista,68001,2026-08-20,movil,4,14,Clínica Restrepo 043,C-0043,nombre_telefono,0.96
topdoctors,ortodoncista,ortodoncista,68001,2026-08-20,movil,5,14,Centro Mejía 046,C-0046,nombre_telefono,0.88
topdoctors,ortodoncista,ortodoncista,68001,2026-08-20,movil,6,14,Clínica Arboleda 048,C-0048,nombre_telefono,0.98
topdoctors,ortodoncista,ortodoncista,68001,2026-08-20,movil,7,14,Ortodoncia Cadavid 033,C-0033,nombre_telefono,0.89
topdoctors,ortodoncista,ortodoncista,68001,2026-08-20,movil,8,14,Consultorio Villegas 044,C-0044,nombre_telefono,0.86
topdoctors,ortodoncista,ortodoncista,68001,2026-08-20,movil,9,14,Clínica Uribe 035,C-0035,nombre_telefono,0.93
topdoctors,ortodoncista,ortodoncista,68001,2026-08-20,movil,10,14,Centro Ocampo 030,C-0030,nombre_telefono,0.94
topdoctors,ortodoncista,ortodoncista,68001,2026-08-20,movil,11,14,Centro Ocampo 042,C-0042,nombre_telefono,0.90
topdoctors,ortodoncista,ortodoncista,68001,2026-08-20,movil,12,14,Ortodoncia Zapata 041,C-0041,nombre_telefono,0.93
topdoctors,ortodoncista,ortodoncista,68001,2026-08-20,movil,13,14,Ortodoncia Sanmiguel 049,C-0049,nombre_telefono,0.97
topdoctors,ortodoncista,ortodoncista,68001,2026-08-20,movil,14,14,Clínica Betancur 040,C-0040,nombre_telefono,0.94
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,73001,2026-08-20,movil,1,11,Clínica Arboleda 072,C-0072,nombre_telefono,0.81
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,73001,2026-08-20,movil,2,11,Consultorio Villegas 068,C-0068,nombre_telefono,0.95
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,73001,2026-08-20,movil,3,11,Ortodoncia Sanmiguel 073,C-0073,nombre_telefono,0.91
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,73001,2026-08-20,movil,4,11,Centro Ocampo 078,C-0078,nombre_telefono,0.84
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,73001,2026-08-20,movil,5,11,Ortodoncia Cadavid 069,C-0069,nombre_telefono,0.96
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,73001,2026-08-20,movil,6,11,Clínica Betancur 076,C-0076,nombre_telefono,0.89
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,73001,2026-08-20,movil,7,11,Clínica Restrepo 079,C-0079,nombre_telefono,0.97
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,73001,2026-08-20,movil,8,11,Consultorio Villegas 080,C-0080,nombre_telefono,0.95
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,73001,2026-08-20,movil,9,11,Clínica Restrepo 067,C-0067,nombre_telefono,0.84
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,73001,2026-08-20,movil,10,11,Clínica Uribe 071,C-0071,nombre_telefono,0.84
topdoctors,cuanto vale ortodoncia,cuanto vale ortodoncia,73001,2026-08-20,movil,11,11,Consultorio Echeverri 075,C-0075,nombre_telefono,0.84
topdoctors,ortodoncista,ortodoncista,73001,2026-08-20,movil,1,11,Clínica Arboleda 072,C-0072,nombre_telefono,0.82
topdoctors,ortodoncista,ortodoncista,73001,2026-08-20,movil,2,11,Consultorio Villegas 068,C-0068,nombre_telefono,0.80
topdoctors,ortodoncista,ortodoncista,73001,2026-08-20,movil,3,11,Ortodoncia Sanmiguel 073,C-0073,nombre_telefono,0.98
topdoctors,ortodoncista,ortodoncista,73001,2026-08-20,movil,4,11,Centro Ocampo 078,C-0078,nombre_telefono,0.97
topdoctors,ortodoncista,ortodoncista,73001,2026-08-20,movil,5,11,Ortodoncia Cadavid 069,C-0069,nombre_telefono,0.98
topdoctors,ortodoncista,ortodoncista,73001,2026-08-20,movil,6,11,Clínica Betancur 076,C-0076,nombre_telefono,0.94
topdoctors,ortodoncista,ortodoncista,73001,2026-08-20,movil,7,11,Clínica Restrepo 079,C-0079,nombre_telefono,0.92
topdoctors,ortodoncista,ortodoncista,73001,2026-08-20,movil,8,11,Consultorio Villegas 080,C-0080,nombre_telefono,0.81
topdoctors,ortodoncista,ortodoncista,73001,2026-08-20,movil,9,11,Clínica Restrepo 067,C-0067,nombre_telefono,0.97
topdoctors,ortodoncista,ortodoncista,73001,2026-08-20,movil,10,11,Clínica Uribe 071,C-0071,nombre_telefono,0.88
topdoctors,ortodoncista,ortodoncista,73001,2026-08-20,movil,11,11,Consultorio Echeverri 075,C-0075,nombre_telefono,0.98
